evento_id,entidade_id,pos_full
62975,136.150.326-24,227
63440,136.150.326-24,239
69685,136.150.326-24,251
69969,136.150.326-24,263
72138,136.150.326-24,275
72775,136.150.326-24,287
77000,136.150.326-24,299
77956,136.150.326-24,311
78013,136.150.326-24,323
78543,136.150.326-24,335
80797,136.150.326-24,347
87960,136.150.326-24,359
88265,136.150.326-24,371
96101,136.150.326-24,383
5,546.648.654-06,11
14368,546.648.654-06,23
23158,546.648.654-06,35
24542,546.648.654-06,47
24560,546.648.654-06,59
57077,546.648.654-06,71
76698,546.648.654-06,83
77497,546.648.654-06,95
80062,546.648.654-06,107
82323,546.648.654-06,119
96959,546.648.654-06,131
96982,546.648.654-06,143
6,371.707.997-23,11
16566,371.707.997-23,23
34253,371.707.997-23,35
50513,371.707.997-23,47
60367,371.707.997-23,59
64874,371.707.997-23,71
72066,371.707.997-23,83
7,869.874.884-87,11
74647,869.874.884-87,23
8,324.292.098-88,11
9238,324.292.098-88,23
10648,324.292.098-88,35
22876,324.292.098-88,47
43231,324.292.098-88,59
43773,324.292.098-88,71
48421,324.292.098-88,83
55389,324.292.098-88,95
55430,324.292.098-88,107
55639,324.292.098-88,119
64227,324.292.098-88,131
73269,324.292.098-88,143
83305,324.292.098-88,155
9,711.833.189-95,11
5394,711.833.189-95,23
5397,711.833.189-95,35
5926,711.833.189-95,47
9485,711.833.189-95,59
9488,711.833.189-95,71
12373,711.833.189-95,83
18343,711.833.189-95,95
31908,711.833.189-95,107
34371,711.833.189-95,119
34526,711.833.189-95,131
35674,711.833.189-95,143
38513,711.833.189-95,155
39809,711.833.189-95,167
40834,711.833.189-95,179
47643,711.833.189-95,191
48778,711.833.189-95,203
49762,711.833.189-95,215
55297,711.833.189-95,227
66141,711.833.189-95,239
68000,711.833.189-95,251
69794,711.833.189-95,263
71905,711.833.189-95,275
74738,711.833.189-95,287
78052,711.833.189-95,299
78168,711.833.189-95,311
89817,711.833.189-95,323
91553,711.833.189-95,335
91723,711.833.189-95,347
92723,711.833.189-95,359
96592,711.833.189-95,371
10,562.409.507-42,11
5695,562.409.507-42,23
11,064.623.286-06,11
40050,064.623.286-06,23
41311,064.623.286-06,35
70171,064.623.286-06,47
87265,064.623.286-06,59
12,323.760.367-80,11
598,323.760.367-80,23
599,323.760.367-80,35
2125,323.760.367-80,47
5407,323.760.367-80,59
10950,323.760.367-80,71
14966,323.760.367-80,83
15035,323.760.367-80,95
15853,323.760.367-80,107
19186,323.760.367-80,119
21467,323.760.367-80,131
26293,323.760.367-80,143
27396,323.760.367-80,155
27695,323.760.367-80,167
29198,323.760.367-80,179
29609,323.760.367-80,191
29992,323.760.367-80,203
34233,323.760.367-80,215
34451,323.760.367-80,227
44851,323.760.367-80,239
45417,323.760.367-80,251
46323,323.760.367-80,263
46802,323.760.367-80,275
47330,323.760.367-80,287
48053,323.760.367-80,299
48712,323.760.367-80,311
51573,323.760.367-80,323
51849,323.760.367-80,335
54323,323.760.367-80,347
55431,323.760.367-80,359
59552,323.760.367-80,371
60517,323.760.367-80,383
61014,323.760.367-80,395
61973,323.760.367-80,407
63091,323.760.367-80,419
64046,323.760.367-80,431
66107,323.760.367-80,443
66149,323.760.367-80,455
69834,323.760.367-80,467
72479,323.760.367-80,479
76034,323.760.367-80,491
76429,323.760.367-80,503
78930,323.760.367-80,515
80465,323.760.367-80,527
81128,323.760.367-80,539
81227,323.760.367-80,551
82569,323.760.367-80,563
82913,323.760.367-80,575
83679,323.760.367-80,587
84442,323.760.367-80,599
86869,323.760.367-80,611
87939,323.760.367-80,623
94114,323.760.367-80,635
95851,323.760.367-80,647
96570,323.760.367-80,659
97834,323.760.367-80,671
98742,323.760.367-80,683
99176,323.760.367-80,695
13,563.651.956-72,11
9411,563.651.956-72,23
15567,563.651.956-72,35
15775,563.651.956-72,47
25428,563.651.956-72,59
25548,563.651.956-72,71
41517,563.651.956-72,83
41694,563.651.956-72,95
44007,563.651.956-72,107
61479,563.651.956-72,119
63814,563.651.956-72,131
63969,563.651.956-72,143
71479,563.651.956-72,155
74662,563.651.956-72,167
76875,563.651.956-72,179
79319,563.651.956-72,191
83526,563.651.956-72,203
84303,563.651.956-72,215
96633,563.651.956-72,227
99497,563.651.956-72,239
14,305.343.512-80,11
707,305.343.512-80,23
14030,305.343.512-80,35
14103,305.343.512-80,47
45548,305.343.512-80,59
51916,305.343.512-80,71
59923,305.343.512-80,83
75183,305.343.512-80,95
75846,305.343.512-80,107
81106,305.343.512-80,119
82022,305.343.512-80,131
87410,305.343.512-80,143
15,502.753.743-35,11
1301,502.753.743-35,23
6758,502.753.743-35,35
10181,502.753.743-35,47
16850,502.753.743-35,59
43827,502.753.743-35,71
64269,502.753.743-35,83
69255,502.753.743-35,95
69257,502.753.743-35,107
93685,502.753.743-35,119
97533,502.753.743-35,131
16,989.188.524-01,11
1633,989.188.524-01,23
9935,989.188.524-01,35
15989,989.188.524-01,47
25494,989.188.524-01,59
26444,989.188.524-01,71
36860,989.188.524-01,83
77612,989.188.524-01,95
17,456.175.891-72,11
1408,456.175.891-72,23
3769,456.175.891-72,35
17635,456.175.891-72,47
41103,456.175.891-72,59
41104,456.175.891-72,71
51246,456.175.891-72,83
53537,456.175.891-72,95
66648,456.175.891-72,107
67573,456.175.891-72,119
71254,456.175.891-72,131
73034,456.175.891-72,143
86423,456.175.891-72,155
86989,456.175.891-72,167
91927,456.175.891-72,179
18,587.745.797-70,11
31383,587.745.797-70,23
33943,587.745.797-70,35
40574,587.745.797-70,47
47728,587.745.797-70,59
54513,587.745.797-70,71
54648,587.745.797-70,83
56321,587.745.797-70,95
63009,587.745.797-70,107
73667,587.745.797-70,119
75229,587.745.797-70,131
19,074.050.960-85,11
2764,074.050.960-85,23
4793,074.050.960-85,35
5420,074.050.960-85,47
11223,074.050.960-85,59
12696,074.050.960-85,71
18872,074.050.960-85,83
24869,074.050.960-85,95
24905,074.050.960-85,107
29082,074.050.960-85,119
29478,074.050.960-85,131
29918,074.050.960-85,143
31809,074.050.960-85,155
32792,074.050.960-85,167
32807,074.050.960-85,179
33928,074.050.960-85,191
38705,074.050.960-85,203
47869,074.050.960-85,215
48249,074.050.960-85,227
48337,074.050.960-85,239
51997,074.050.960-85,251
52538,074.050.960-85,263
53392,074.050.960-85,275
70012,074.050.960-85,287
72065,074.050.960-85,299
78024,074.050.960-85,311
81061,074.050.960-85,323
81564,074.050.960-85,335
82953,074.050.960-85,347
83787,074.050.960-85,359
83858,074.050.960-85,371
83978,074.050.960-85,383
88891,074.050.960-85,395
97131,074.050.960-85,407
20,335.505.555-71,11
20955,335.505.555-71,23
29988,335.505.555-71,35
36147,335.505.555-71,47
70925,335.505.555-71,59
93120,335.505.555-71,71
21,539.412.855-30,11
5210,539.412.855-30,23
8670,539.412.855-30,35
23752,539.412.855-30,47
38747,539.412.855-30,59
42685,539.412.855-30,71
43698,539.412.855-30,83
43848,539.412.855-30,95
44341,539.412.855-30,107
58883,539.412.855-30,119
63508,539.412.855-30,131
75697,539.412.855-30,143
77034,539.412.855-30,155
77898,539.412.855-30,167
81346,539.412.855-30,179
82601,539.412.855-30,191
84418,539.412.855-30,203
93858,539.412.855-30,215
22,652.256.945-00,11
3743,652.256.945-00,23
6697,652.256.945-00,35
9674,652.256.945-00,47
17574,652.256.945-00,59
35469,652.256.945-00,71
36463,652.256.945-00,83
43699,652.256.945-00,95
61653,652.256.945-00,107
70362,652.256.945-00,119
75883,652.256.945-00,131
85353,652.256.945-00,143
85357,652.256.945-00,155
89479,652.256.945-00,167
23,160.654.975-84,11
21650,160.654.975-84,23
40880,160.654.975-84,35
41179,160.654.975-84,47
58283,160.654.975-84,59
66469,160.654.975-84,71
72996,160.654.975-84,83
81364,160.654.975-84,95
86434,160.654.975-84,107
24,171.838.554-49,11
10212,171.838.554-49,23
12324,171.838.554-49,35
43057,171.838.554-49,47
43135,171.838.554-49,59
46969,171.838.554-49,71
64900,171.838.554-49,83
96574,171.838.554-49,95
25,988.593.575-43,11
2773,988.593.575-43,23
15580,988.593.575-43,35
95647,988.593.575-43,47
95894,988.593.575-43,59
26,289.135.554-76,11
6344,289.135.554-76,23
13017,289.135.554-76,35
16142,289.135.554-76,47
30857,289.135.554-76,59
33169,289.135.554-76,71
33381,289.135.554-76,83
34173,289.135.554-76,95
36893,289.135.554-76,107
37476,289.135.554-76,119
38334,289.135.554-76,131
45262,289.135.554-76,143
48389,289.135.554-76,155
54716,289.135.554-76,167
55025,289.135.554-76,179
55056,289.135.554-76,191
55760,289.135.554-76,203
58044,289.135.554-76,215
64067,289.135.554-76,227
79930,289.135.554-76,239
80030,289.135.554-76,251
83411,289.135.554-76,263
88210,289.135.554-76,275
93779,289.135.554-76,287
93786,289.135.554-76,299
27,330.602.393-04,11
394,330.602.393-04,23
6999,330.602.393-04,35
7142,330.602.393-04,47
8193,330.602.393-04,59
16592,330.602.393-04,71
17260,330.602.393-04,83
23553,330.602.393-04,95
29274,330.602.393-04,107
32180,330.602.393-04,119
42716,330.602.393-04,131
43795,330.602.393-04,143
48322,330.602.393-04,155
76043,330.602.393-04,167
88714,330.602.393-04,179
89806,330.602.393-04,191
94025,330.602.393-04,203
95121,330.602.393-04,215
28,398.669.800-06,11
19055,398.669.800-06,23
23217,398.669.800-06,35
24734,398.669.800-06,47
40769,398.669.800-06,59
41804,398.669.800-06,71
42474,398.669.800-06,83
46146,398.669.800-06,95
47179,398.669.800-06,107
52824,398.669.800-06,119
65127,398.669.800-06,131
74933,398.669.800-06,143
81193,398.669.800-06,155
82137,398.669.800-06,167
83870,398.669.800-06,179
84246,398.669.800-06,191
86464,398.669.800-06,203
29,365.593.268-53,11
5685,365.593.268-53,23
18604,365.593.268-53,35
44425,365.593.268-53,47
55024,365.593.268-53,59
58156,365.593.268-53,71
68136,365.593.268-53,83
74612,365.593.268-53,95
81387,365.593.268-53,107
30,751.295.472-76,11
3605,751.295.472-76,23
5073,751.295.472-76,35
15438,751.295.472-76,47
17943,751.295.472-76,59
47050,751.295.472-76,71
47278,751.295.472-76,83
64027,751.295.472-76,95
88915,751.295.472-76,107
99248,751.295.472-76,119
31,392.982.299-76,11
10349,392.982.299-76,23
11042,392.982.299-76,35
11790,392.982.299-76,47
34691,392.982.299-76,59
73701,392.982.299-76,71
80090,392.982.299-76,83
80453,392.982.299-76,95
32,838.981.677-63,11
77237,838.981.677-63,23
33,033.956.370-26,11
13732,033.956.370-26,23
18687,033.956.370-26,35
23965,033.956.370-26,47
25013,033.956.370-26,59
28648,033.956.370-26,71
39181,033.956.370-26,83
39775,033.956.370-26,95
40887,033.956.370-26,107
44542,033.956.370-26,119
48796,033.956.370-26,131
49477,033.956.370-26,143
49700,033.956.370-26,155
51249,033.956.370-26,167
55736,033.956.370-26,179
56533,033.956.370-26,191
61087,033.956.370-26,203
62050,033.956.370-26,215
67291,033.956.370-26,227
70660,033.956.370-26,239
71154,033.956.370-26,251
73446,033.956.370-26,263
96593,033.956.370-26,275
99803,033.956.370-26,287
34,857.847.855-08,11
568,857.847.855-08,23
871,857.847.855-08,35
6491,857.847.855-08,47
13357,857.847.855-08,59
25827,857.847.855-08,71
29896,857.847.855-08,83
31618,857.847.855-08,95
32110,857.847.855-08,107
34147,857.847.855-08,119
38326,857.847.855-08,131
45700,857.847.855-08,143
51765,857.847.855-08,155
54943,857.847.855-08,167
56235,857.847.855-08,179
56375,857.847.855-08,191
60549,857.847.855-08,203
71685,857.847.855-08,215
72321,857.847.855-08,227
74098,857.847.855-08,239
86979,857.847.855-08,251
35,452.253.874-03,11
5204,452.253.874-03,23
11122,452.253.874-03,35
48021,452.253.874-03,47
58041,452.253.874-03,59
58951,452.253.874-03,71
67822,452.253.874-03,83
75100,452.253.874-03,95
78459,452.253.874-03,107
90981,452.253.874-03,119
90983,452.253.874-03,131
96615,452.253.874-03,143
98164,452.253.874-03,155
99868,452.253.874-03,167
36,962.524.029-23,11
1030,962.524.029-23,23
2594,962.524.029-23,35
31448,962.524.029-23,47
89064,962.524.029-23,59
99597,962.524.029-23,71
37,984.741.031-34,11
23222,984.741.031-34,23
23379,984.741.031-34,35
35065,984.741.031-34,47
38,661.069.349-83,11
6371,661.069.349-83,23
7047,661.069.349-83,35
20689,661.069.349-83,47
22011,661.069.349-83,59
26203,661.069.349-83,71
31059,661.069.349-83,83
55548,661.069.349-83,95
57664,661.069.349-83,107
73974,661.069.349-83,119
77726,661.069.349-83,131
77938,661.069.349-83,143
78794,661.069.349-83,155
79442,661.069.349-83,167
79923,661.069.349-83,179
82115,661.069.349-83,191
84954,661.069.349-83,203
85350,661.069.349-83,215
89681,661.069.349-83,227
98378,661.069.349-83,239
99980,661.069.349-83,251
39,124.905.933-07,11
2973,124.905.933-07,23
3316,124.905.933-07,35
3846,124.905.933-07,47
4402,124.905.933-07,59
7483,124.905.933-07,71
9473,124.905.933-07,83
24715,124.905.933-07,95
65435,124.905.933-07,107
70550,124.905.933-07,119
76809,124.905.933-07,131
80625,124.905.933-07,143
84370,124.905.933-07,155
40,943.247.668-51,11
1892,943.247.668-51,23
13358,943.247.668-51,35
20086,943.247.668-51,47
22913,943.247.668-51,59
27413,943.247.668-51,71
34495,943.247.668-51,83
35525,943.247.668-51,95
36572,943.247.668-51,107
36704,943.247.668-51,119
43009,943.247.668-51,131
50002,943.247.668-51,143
58384,943.247.668-51,155
66667,943.247.668-51,167
80976,943.247.668-51,179
87460,943.247.668-51,191
41,820.414.545-47,11
42,820.414.545-47,23
1556,820.414.545-47,35
3800,820.414.545-47,47
3932,820.414.545-47,59
9773,820.414.545-47,71
11068,820.414.545-47,83
11202,820.414.545-47,95
14465,820.414.545-47,107
21129,820.414.545-47,119
34791,820.414.545-47,131
36216,820.414.545-47,143
41746,820.414.545-47,155
43481,820.414.545-47,167
44020,820.414.545-47,179
45372,820.414.545-47,191
45697,820.414.545-47,203
46576,820.414.545-47,215
55603,820.414.545-47,227
56804,820.414.545-47,239
61601,820.414.545-47,251
63019,820.414.545-47,263
68611,820.414.545-47,275
72504,820.414.545-47,287
72891,820.414.545-47,299
77924,820.414.545-47,311
78267,820.414.545-47,323
78815,820.414.545-47,335
86375,820.414.545-47,347
91640,820.414.545-47,359
93620,820.414.545-47,371
93966,820.414.545-47,383
94204,820.414.545-47,395
95183,820.414.545-47,407
95968,820.414.545-47,419
43,362.806.220-96,11
2080,362.806.220-96,23
8262,362.806.220-96,35
58432,362.806.220-96,47
63227,362.806.220-96,59
66917,362.806.220-96,71
66972,362.806.220-96,83
70028,362.806.220-96,95
97481,362.806.220-96,107
44,561.647.401-00,11
6936,561.647.401-00,23
10056,561.647.401-00,35
19070,561.647.401-00,47
53573,561.647.401-00,59
55232,561.647.401-00,71
55630,561.647.401-00,83
75951,561.647.401-00,95
76010,561.647.401-00,107
77349,561.647.401-00,119
85118,561.647.401-00,131
91028,561.647.401-00,143
94618,561.647.401-00,155
94698,561.647.401-00,167
95780,561.647.401-00,179
97193,561.647.401-00,191
45,814.609.977-78,11
5218,814.609.977-78,23
35204,814.609.977-78,35
57734,814.609.977-78,47
58473,814.609.977-78,59
67171,814.609.977-78,71
69764,814.609.977-78,83
75685,814.609.977-78,95
85865,814.609.977-78,107
89903,814.609.977-78,119
46,807.881.770-36,11
26557,807.881.770-36,23
40625,807.881.770-36,35
68227,807.881.770-36,47
69630,807.881.770-36,59
70025,807.881.770-36,71
82365,807.881.770-36,83
96339,807.881.770-36,95
47,563.485.151-33,11
330,563.485.151-33,23
39196,563.485.151-33,35
46284,563.485.151-33,47
48,632.033.871-74,11
14118,632.033.871-74,23
22528,632.033.871-74,35
23468,632.033.871-74,47
25371,632.033.871-74,59
41718,632.033.871-74,71
49149,632.033.871-74,83
62750,632.033.871-74,95
64830,632.033.871-74,107
70414,632.033.871-74,119
85777,632.033.871-74,131
91758,632.033.871-74,143
49,605.723.195-33,11
38209,605.723.195-33,23
51952,605.723.195-33,35
57198,605.723.195-33,47
60268,605.723.195-33,59
60323,605.723.195-33,71
80066,605.723.195-33,83
93890,605.723.195-33,95
50,682.840.388-62,11
7737,682.840.388-62,23
10531,682.840.388-62,35
12230,682.840.388-62,47
14774,682.840.388-62,59
15316,682.840.388-62,71
19538,682.840.388-62,83
19939,682.840.388-62,95
20605,682.840.388-62,107
20706,682.840.388-62,119
23169,682.840.388-62,131
29166,682.840.388-62,143
29792,682.840.388-62,155
31407,682.840.388-62,167
44731,682.840.388-62,179
45174,682.840.388-62,191
45236,682.840.388-62,203
45783,682.840.388-62,215
49777,682.840.388-62,227
51492,682.840.388-62,239
53474,682.840.388-62,251
55783,682.840.388-62,263
56839,682.840.388-62,275
57870,682.840.388-62,287
62754,682.840.388-62,299
65830,682.840.388-62,311
69156,682.840.388-62,323
75230,682.840.388-62,335
75758,682.840.388-62,347
75940,682.840.388-62,359
76030,682.840.388-62,371
80287,682.840.388-62,383
80899,682.840.388-62,395
82717,682.840.388-62,407
83461,682.840.388-62,419
84011,682.840.388-62,431
84091,682.840.388-62,443
95791,682.840.388-62,455
96571,682.840.388-62,467
51,726.869.497-08,11
1310,726.869.497-08,23
7812,726.869.497-08,35
12046,726.869.497-08,47
15913,726.869.497-08,59
20159,726.869.497-08,71
23842,726.869.497-08,83
24008,726.869.497-08,95
37462,726.869.497-08,107
39862,726.869.497-08,119
42741,726.869.497-08,131
45212,726.869.497-08,143
49885,726.869.497-08,155
54793,726.869.497-08,167
56049,726.869.497-08,179
59479,726.869.497-08,191
72016,726.869.497-08,203
78995,726.869.497-08,215
91123,726.869.497-08,227
91718,726.869.497-08,239
92161,726.869.497-08,251
97544,726.869.497-08,263
52,214.317.667-80,11
15385,214.317.667-80,23
48204,214.317.667-80,35
53,889.859.883-10,11
30075,889.859.883-10,23
48301,889.859.883-10,35
73435,889.859.883-10,47
74304,889.859.883-10,59
76268,889.859.883-10,71
54,610.938.427-50,11
17229,610.938.427-50,23
73806,610.938.427-50,35
74772,610.938.427-50,47
96284,610.938.427-50,59
97408,610.938.427-50,71
55,110.880.241-90,11
8421,110.880.241-90,23
31691,110.880.241-90,35
32578,110.880.241-90,47
56,671.074.003-04,11
10353,671.074.003-04,23
18794,671.074.003-04,35
20073,671.074.003-04,47
21675,671.074.003-04,59
29737,671.074.003-04,71
44292,671.074.003-04,83
59941,671.074.003-04,95
68041,671.074.003-04,107
88498,671.074.003-04,119
57,890.166.355-48,11
4910,890.166.355-48,23
9434,890.166.355-48,35
9899,890.166.355-48,47
10901,890.166.355-48,59
19690,890.166.355-48,71
21720,890.166.355-48,83
27846,890.166.355-48,95
41181,890.166.355-48,107
56057,890.166.355-48,119
56580,890.166.355-48,131
56734,890.166.355-48,143
64546,890.166.355-48,155
66489,890.166.355-48,167
67796,890.166.355-48,179
68071,890.166.355-48,191
68693,890.166.355-48,203
82996,890.166.355-48,215
84063,890.166.355-48,227
84070,890.166.355-48,239
84591,890.166.355-48,251
87967,890.166.355-48,263
58,662.180.640-00,11
49695,662.180.640-00,23
60866,662.180.640-00,35
64755,662.180.640-00,47
92119,662.180.640-00,59
59,034.529.970-14,11
50286,034.529.970-14,23
95920,034.529.970-14,35
95948,034.529.970-14,47
96482,034.529.970-14,59
60,499.507.793-67,11
5032,499.507.793-67,23
6008,499.507.793-67,35
9218,499.507.793-67,47
17455,499.507.793-67,59
20701,499.507.793-67,71
20909,499.507.793-67,83
34282,499.507.793-67,95
34448,499.507.793-67,107
34841,499.507.793-67,119
35038,499.507.793-67,131
40040,499.507.793-67,143
50995,499.507.793-67,155
51970,499.507.793-67,167
60973,499.507.793-67,179
63815,499.507.793-67,191
65011,499.507.793-67,203
80673,499.507.793-67,215
80674,499.507.793-67,227
61,569.928.916-00,11
7453,569.928.916-00,23
8499,569.928.916-00,35
9267,569.928.916-00,47
18216,569.928.916-00,59
30464,569.928.916-00,71
47176,569.928.916-00,83
49382,569.928.916-00,95
51377,569.928.916-00,107
55517,569.928.916-00,119
56867,569.928.916-00,131
58010,569.928.916-00,143
58037,569.928.916-00,155
60230,569.928.916-00,167
63295,569.928.916-00,179
70681,569.928.916-00,191
88801,569.928.916-00,203
98739,569.928.916-00,215
62,778.980.386-73,11
17345,778.980.386-73,23
32044,778.980.386-73,35
45661,778.980.386-73,47
54942,778.980.386-73,59
55976,778.980.386-73,71
63207,778.980.386-73,83
81700,778.980.386-73,95
87290,778.980.386-73,107
90224,778.980.386-73,119
94207,778.980.386-73,131
95148,778.980.386-73,143
98875,778.980.386-73,155
63,686.277.737-85,11
1500,686.277.737-85,23
2461,686.277.737-85,35
12458,686.277.737-85,47
13282,686.277.737-85,59
39104,686.277.737-85,71
40506,686.277.737-85,83
52689,686.277.737-85,95
53556,686.277.737-85,107
59202,686.277.737-85,119
61131,686.277.737-85,131
68210,686.277.737-85,143
70982,686.277.737-85,155
72137,686.277.737-85,167
80007,686.277.737-85,179
84046,686.277.737-85,191
85850,686.277.737-85,203
91069,686.277.737-85,215
64,465.255.251-36,11
540,465.255.251-36,23
9713,465.255.251-36,35
10898,465.255.251-36,47
11056,465.255.251-36,59
31893,465.255.251-36,71
40430,465.255.251-36,83
43981,465.255.251-36,95
46688,465.255.251-36,107
50775,465.255.251-36,119
57667,465.255.251-36,131
58016,465.255.251-36,143
59074,465.255.251-36,155
60047,465.255.251-36,167
67093,465.255.251-36,179
72435,465.255.251-36,191
74135,465.255.251-36,203
84001,465.255.251-36,215
65,295.372.759-06,11
19285,295.372.759-06,23
28582,295.372.759-06,35
28868,295.372.759-06,47
48153,295.372.759-06,59
52729,295.372.759-06,71
61584,295.372.759-06,83
66,365.936.626-90,11
36082,365.936.626-90,23
40807,365.936.626-90,35
72187,365.936.626-90,47
81323,365.936.626-90,59
93187,365.936.626-90,71
67,501.893.051-93,11
466,501.893.051-93,23
5840,501.893.051-93,35
6740,501.893.051-93,47
18178,501.893.051-93,59
19248,501.893.051-93,71
21825,501.893.051-93,83
23029,501.893.051-93,95
32564,501.893.051-93,107
33534,501.893.051-93,119
37059,501.893.051-93,131
50677,501.893.051-93,143
65416,501.893.051-93,155
84254,501.893.051-93,167
86940,501.893.051-93,179
88046,501.893.051-93,191
89714,501.893.051-93,203
89731,501.893.051-93,215
91465,501.893.051-93,227
91471,501.893.051-93,239
91530,501.893.051-93,251
94479,501.893.051-93,263
94483,501.893.051-93,275
97165,501.893.051-93,287
68,847.072.566-19,11
101,847.072.566-19,23
11095,847.072.566-19,35
14714,847.072.566-19,47
14872,847.072.566-19,59
17112,847.072.566-19,71
21443,847.072.566-19,83
22362,847.072.566-19,95
24284,847.072.566-19,107
33955,847.072.566-19,119
39120,847.072.566-19,131
43322,847.072.566-19,143
52255,847.072.566-19,155
57329,847.072.566-19,167
62615,847.072.566-19,179
62783,847.072.566-19,191
68434,847.072.566-19,203
74252,847.072.566-19,215
75962,847.072.566-19,227
90880,847.072.566-19,239
91070,847.072.566-19,251
97202,847.072.566-19,263
98648,847.072.566-19,275
69,507.313.332-33,11
6284,507.313.332-33,23
34136,507.313.332-33,35
42503,507.313.332-33,47
46365,507.313.332-33,59
73955,507.313.332-33,71
70,862.092.931-31,11
73,862.092.931-31,23
538,862.092.931-31,35
543,862.092.931-31,47
1566,862.092.931-31,59
2157,862.092.931-31,71
4194,862.092.931-31,83
9472,862.092.931-31,95
9628,862.092.931-31,107
9724,862.092.931-31,119
11822,862.092.931-31,131
15182,862.092.931-31,143
15558,862.092.931-31,155
15623,862.092.931-31,167
16288,862.092.931-31,179
16348,862.092.931-31,191
19437,862.092.931-31,203
21209,862.092.931-31,215
21361,862.092.931-31,227
25619,862.092.931-31,239
26101,862.092.931-31,251
26285,862.092.931-31,263
28355,862.092.931-31,275
28541,862.092.931-31,287
28545,862.092.931-31,299
29041,862.092.931-31,311
29239,862.092.931-31,323
30121,862.092.931-31,335
34999,862.092.931-31,347
37534,862.092.931-31,359
37556,862.092.931-31,371
39148,862.092.931-31,383
39174,862.092.931-31,395
39246,862.092.931-31,407
42074,862.092.931-31,419
42748,862.092.931-31,431
44382,862.092.931-31,443
51560,862.092.931-31,455
59997,862.092.931-31,467
63486,862.092.931-31,479
72832,862.092.931-31,491
79154,862.092.931-31,503
80006,862.092.931-31,515
83988,862.092.931-31,527
84000,862.092.931-31,539
84780,862.092.931-31,551
97817,862.092.931-31,563
98234,862.092.931-31,575
98437,862.092.931-31,587
98633,862.092.931-31,599
99590,862.092.931-31,611
71,486.979.104-80,11
2982,486.979.104-80,23
9264,486.979.104-80,35
10115,486.979.104-80,47
10689,486.979.104-80,59
17811,486.979.104-80,71
19722,486.979.104-80,83
19972,486.979.104-80,95
21482,486.979.104-80,107
21692,486.979.104-80,119
21993,486.979.104-80,131
22287,486.979.104-80,143
22408,486.979.104-80,155
23164,486.979.104-80,167
23367,486.979.104-80,179
25406,486.979.104-80,191
29982,486.979.104-80,203
30338,486.979.104-80,215
32503,486.979.104-80,227
34778,486.979.104-80,239
43196,486.979.104-80,251
43434,486.979.104-80,263
43435,486.979.104-80,275
48587,486.979.104-80,287
51032,486.979.104-80,299
52151,486.979.104-80,311
52953,486.979.104-80,323
52997,486.979.104-80,335
52999,486.979.104-80,347
53045,486.979.104-80,359
54484,486.979.104-80,371
55012,486.979.104-80,383
57592,486.979.104-80,395
62368,486.979.104-80,407
65907,486.979.104-80,419
67096,486.979.104-80,431
68486,486.979.104-80,443
69238,486.979.104-80,455
69512,486.979.104-80,467
72044,486.979.104-80,479
73621,486.979.104-80,491
73847,486.979.104-80,503
75490,486.979.104-80,515
