transacao_id,cpf,data_compra,split,elegivel_downstream
228,672.733.895-79,2023-07-29,train,True
229,775.806.887-19,2023-07-29,train,True
230,611.113.794-83,2023-07-29,train,True
231,236.611.727-27,2023-07-29,train,True
232,352.855.101-12,2023-07-29,train,True
233,104.767.548-01,2023-07-29,train,True
234,352.738.219-40,2023-07-29,train,True
235,949.454.182-09,2023-07-29,train,True
236,007.434.169-37,2023-07-29,train,True
237,404.121.840-36,2023-07-29,train,True
238,278.057.164-04,2023-07-29,train,True
239,839.326.731-58,2023-07-29,train,True
240,920.199.411-71,2023-07-29,train,True
241,717.237.444-41,2023-07-29,train,True
242,152.468.949-16,2023-07-29,train,True
243,043.691.669-00,2023-07-29,train,False
244,102.298.337-72,2023-07-29,train,True
245,002.501.438-28,2023-07-29,train,True
246,839.938.093-86,2023-07-29,train,True
247,821.238.919-75,2023-07-29,train,True
248,302.274.570-21,2023-07-29,train,True
249,728.856.086-41,2023-07-29,train,True
250,521.640.025-71,2023-07-29,train,True
251,252.009.561-02,2023-07-29,train,True
252,606.881.178-64,2023-07-29,train,True
253,606.881.178-64,2023-07-29,train,True
254,988.297.433-30,2023-07-29,train,True
255,306.561.641-66,2023-07-29,train,True
256,614.021.863-20,2023-07-29,train,True
257,118.628.097-20,2023-07-29,train,True
258,837.369.830-26,2023-07-29,train,True
259,716.571.400-67,2023-07-29,train,True
260,909.748.398-09,2023-07-29,train,True
261,971.915.626-09,2023-07-29,train,True
262,206.150.716-60,2023-07-29,train,True
263,960.786.195-78,2023-07-29,train,True
264,817.056.986-97,2023-07-29,train,True
265,505.889.084-44,2023-07-29,train,True
266,162.617.449-04,2023-07-29,train,True
267,123.529.236-38,2023-07-29,train,True
268,495.389.484-75,2023-07-29,train,True
269,743.035.917-50,2023-07-29,train,True
270,093.546.277-57,2023-07-29,train,True
271,473.607.172-99,2023-07-29,train,True
272,272.745.213-65,2023-07-29,train,True
273,593.074.035-62,2023-07-29,train,True
274,787.925.559-18,2023-07-29,train,True
275,213.522.227-52,2023-07-29,train,True
276,831.453.190-19,2023-07-29,train,True
277,473.527.935-00,2023-07-29,train,True
278,473.527.935-00,2023-07-29,train,True
279,017.557.665-30,2023-07-29,train,True
280,825.012.101-58,2023-07-29,train,True
281,911.948.584-06,2023-07-29,train,True
282,462.884.922-64,2023-07-29,train,True
283,993.376.309-15,2023-07-29,train,True
284,676.612.127-06,2023-07-29,train,True
285,641.572.487-83,2023-07-29,train,True
286,664.980.342-11,2023-07-29,train,True
287,465.538.493-07,2023-07-29,train,True
288,565.473.763-54,2023-07-29,train,True
289,708.535.790-83,2023-07-29,train,True
290,158.565.129-01,2023-07-29,train,True
291,236.482.679-90,2023-07-29,train,True
292,209.800.723-01,2023-07-29,train,True
293,881.222.168-89,2023-07-29,train,True
294,909.834.712-66,2023-07-29,train,True
295,560.491.906-31,2023-07-29,train,True
296,008.880.025-30,2023-07-29,train,True
297,158.565.129-01,2023-07-29,train,True
298,803.814.788-07,2023-07-29,train,True
299,709.355.860-75,2023-07-29,train,True
300,612.949.182-49,2023-07-29,train,True
301,692.169.588-39,2023-07-30,train,True
302,088.869.967-05,2023-07-30,train,True
303,389.132.354-98,2023-07-30,train,True
304,313.295.108-01,2023-07-30,train,True
305,471.299.939-01,2023-07-30,train,True
306,106.455.571-37,2023-07-30,train,True
307,114.391.143-15,2023-07-30,train,True
308,420.244.893-62,2023-07-30,train,True
309,815.038.628-95,2023-07-30,train,True
310,978.742.852-12,2023-07-30,train,True
311,276.233.509-43,2023-07-30,train,True
312,158.565.129-01,2023-07-30,train,True
313,136.770.569-00,2023-07-30,train,True
314,580.795.923-06,2023-07-30,train,True
315,871.554.992-50,2023-07-30,train,True
316,846.489.425-23,2023-07-30,train,True
317,537.262.965-73,2023-07-30,train,True
318,643.547.698-59,2023-07-30,train,True
319,960.075.159-58,2023-07-30,train,True
320,829.649.644-59,2023-07-30,train,True
321,388.471.928-97,2023-07-30,train,True
322,488.177.574-03,2023-07-30,train,True
323,465.100.785-62,2023-07-30,train,True
324,676.812.258-46,2023-07-30,train,True
325,062.556.188-03,2023-07-30,train,True
326,101.297.961-07,2023-07-30,train,True
327,947.400.332-75,2023-07-30,train,True
328,618.132.508-55,2023-07-30,train,True
329,777.810.437-74,2023-07-30,train,True
330,563.485.151-33,2023-07-30,train,True
331,106.811.484-38,2023-07-30,train,True
332,325.784.018-70,2023-07-30,train,True
333,364.825.121-00,2023-07-30,train,True
334,824.999.389-60,2023-07-30,train,True
335,934.420.063-76,2023-07-30,train,True
336,904.617.367-48,2023-07-30,train,True
337,644.918.761-18,2023-07-30,train,True
338,599.678.580-36,2023-07-30,train,True
339,320.663.918-24,2023-07-30,train,True
340,986.120.443-16,2023-07-30,train,True
341,049.788.910-27,2023-07-30,train,True
342,582.503.972-40,2023-07-30,train,True
343,387.871.812-82,2023-07-30,train,True
344,765.065.132-09,2023-07-30,train,True
345,438.690.710-60,2023-07-30,train,True
346,209.885.840-00,2023-07-30,train,True
347,232.516.365-29,2023-07-30,train,True
348,747.576.463-05,2023-07-30,train,True
349,846.470.252-33,2023-07-30,train,True
350,427.110.449-39,2023-07-30,train,True
351,496.098.059-14,2023-07-30,train,True
352,073.155.343-85,2023-07-30,train,True
353,213.522.227-52,2023-07-30,train,True
354,641.714.093-81,2023-07-30,train,True
355,646.403.444-81,2023-07-30,train,True
356,692.740.540-25,2023-07-30,train,True
357,464.864.862-52,2023-07-30,train,True
358,473.911.097-03,2023-07-30,train,True
359,233.822.347-00,2023-07-30,train,True
360,901.129.905-17,2023-07-30,train,True
361,431.180.243-99,2023-07-30,train,True
362,500.877.324-08,2023-07-30,train,True
363,039.613.847-03,2023-07-30,train,True
364,733.035.952-16,2023-07-30,train,True
365,183.707.220-59,2023-07-30,train,True
366,811.039.827-88,2023-07-30,train,True
367,504.522.709-28,2023-07-30,train,True
368,066.444.677-92,2023-07-30,train,True
369,702.645.606-71,2023-07-30,train,True
370,405.735.833-15,2023-07-30,train,True
371,636.948.853-40,2023-07-30,train,True
372,094.096.877-05,2023-07-30,train,True
373,885.398.977-76,2023-07-30,train,True
374,606.872.974-51,2023-07-30,train,True
375,425.432.397-23,2023-07-30,train,True
376,589.768.972-50,2023-07-30,train,True
377,908.415.870-94,2023-07-30,train,True
378,003.250.720-86,2023-07-30,train,True
379,563.947.932-99,2023-07-30,train,True
380,621.588.107-42,2023-07-30,train,True
381,548.937.343-18,2023-07-30,train,True
382,330.769.236-41,2023-07-30,train,True
383,102.010.755-39,2023-07-30,train,True
384,796.430.240-08,2023-07-30,train,True
385,521.529.610-30,2023-07-30,train,True
386,199.452.254-21,2023-07-30,train,True
387,711.842.039-54,2023-07-30,train,True
388,233.469.845-83,2023-07-30,train,True
389,071.213.130-22,2023-07-30,train,True
390,109.190.409-00,2023-07-30,train,True
391,352.469.733-01,2023-07-30,train,True
392,355.967.780-79,2023-07-30,train,True
393,800.088.075-07,2023-07-30,train,False
394,330.602.393-04,2023-07-30,train,True
395,654.973.220-42,2023-07-30,train,True
396,583.456.886-67,2023-07-30,train,True
397,994.820.774-23,2023-07-30,train,True
398,213.522.227-52,2023-07-30,train,True
399,432.028.243-41,2023-07-30,train,True
400,311.789.575-27,2023-07-30,train,True
401,217.481.298-30,2023-07-30,train,True
402,489.680.787-18,2023-07-30,train,True
403,433.462.717-06,2023-07-30,train,True
404,469.944.857-73,2023-07-30,train,True
405,644.840.641-70,2023-07-30,train,True
406,597.387.055-33,2023-07-30,train,True
407,555.832.252-70,2023-07-30,train,True
408,844.077.752-38,2023-07-30,train,True
409,312.761.824-73,2023-07-30,train,True
410,853.785.769-62,2023-07-30,train,True
411,251.163.991-25,2023-07-30,train,True
412,134.723.094-74,2023-07-30,train,True
413,878.117.744-53,2023-07-30,train,True
414,266.419.435-69,2023-07-30,train,True
415,570.139.111-60,2023-07-30,train,True
416,294.923.414-33,2023-07-30,train,True
417,762.671.161-07,2023-07-30,train,True
418,352.512.382-58,2023-07-30,train,True
419,332.157.531-03,2023-07-30,train,True
420,596.217.418-66,2023-07-30,train,True
421,866.258.107-20,2023-07-30,train,True
422,035.309.369-60,2023-07-30,train,True
423,240.541.589-51,2023-07-30,train,True
424,805.969.057-42,2023-07-30,train,True
425,062.001.508-00,2023-07-30,train,True
426,198.164.495-44,2023-07-30,train,True
427,451.106.067-30,2023-07-30,train,True
428,697.976.364-45,2023-07-30,train,True
429,704.765.567-08,2023-07-30,train,True
430,261.468.278-00,2023-07-30,train,True
431,716.406.203-03,2023-07-30,train,True
432,112.309.315-62,2023-07-30,train,True
433,078.192.818-47,2023-07-30,train,True
434,854.190.348-67,2023-07-30,train,True
435,439.395.014-33,2023-07-30,train,True
436,741.641.100-90,2023-07-30,train,True
437,569.145.993-78,2023-07-30,train,True
438,656.041.362-47,2023-07-30,train,True
439,741.641.100-90,2023-07-30,train,True
440,084.938.793-04,2023-07-30,train,True
441,267.792.153-76,2023-07-30,train,True
442,392.248.915-00,2023-07-30,train,True
443,338.460.441-56,2023-07-30,train,True
444,242.774.302-01,2023-07-30,train,True
445,643.069.423-25,2023-07-30,train,True
446,334.683.573-11,2023-07-30,train,True
447,306.561.641-66,2023-07-30,train,True
448,958.744.889-87,2023-07-30,train,True
449,236.630.421-89,2023-07-30,train,False
450,970.748.288-58,2023-07-30,train,True
451,359.408.753-00,2023-07-30,train,True
452,524.504.310-63,2023-07-30,train,True
453,877.920.534-82,2023-07-30,train,True
454,745.660.519-00,2023-07-30,train,True
455,481.698.428-32,2023-07-30,train,True
456,359.408.753-00,2023-07-30,train,True
457,104.689.296-73,2023-07-30,train,True
458,678.311.787-16,2023-07-30,train,True
459,850.786.824-06,2023-07-30,train,True
460,071.147.666-70,2023-07-30,train,True
461,186.701.451-38,2023-07-30,train,True
462,745.161.254-63,2023-07-30,train,True
463,138.984.574-51,2023-07-30,train,True
464,192.710.532-30,2023-07-30,train,True
465,186.701.451-38,2023-07-30,train,True
466,501.893.051-93,2023-07-30,train,True
467,438.293.367-64,2023-07-30,train,True
468,306.529.892-92,2023-07-30,train,True
469,782.800.322-66,2023-07-30,train,True
470,489.877.473-36,2023-07-30,train,True
471,516.121.966-16,2023-07-30,train,True
472,878.129.176-06,2023-07-30,train,True
473,049.877.136-91,2023-07-30,train,True
474,328.703.611-49,2023-07-30,train,True
475,491.890.462-93,2023-07-30,train,True
476,932.537.558-35,2023-07-30,train,True
477,593.520.210-70,2023-07-30,train,True
478,857.904.871-06,2023-07-30,train,True
479,257.689.637-58,2023-07-30,train,True
480,643.678.418-71,2023-07-30,train,True
481,350.854.706-05,2023-07-30,train,True
482,765.568.432-45,2023-07-30,train,True
483,147.853.277-74,2023-07-30,train,True
484,969.073.039-81,2023-07-30,train,True
485,406.982.410-37,2023-07-30,train,True
486,508.732.699-42,2023-07-30,train,True
487,291.227.122-32,2023-07-30,train,True
488,688.133.159-29,2023-07-30,train,True
489,014.310.262-12,2023-07-31,train,True
490,722.049.700-85,2023-07-31,train,True
491,321.849.943-75,2023-07-31,train,True
492,366.729.278-32,2023-07-31,train,True
493,963.080.221-01,2023-07-31,train,True
494,462.884.922-64,2023-07-31,train,True
495,155.977.779-63,2023-07-31,train,True
496,538.343.261-27,2023-07-31,train,True
497,343.996.301-24,2023-07-31,train,True
498,690.481.807-75,2023-07-31,train,True
499,021.592.420-71,2023-07-31,train,True
500,817.858.094-23,2023-07-31,train,True
501,776.913.674-14,2023-07-31,train,True
502,171.160.720-71,2023-07-31,train,True
503,604.086.569-56,2023-07-31,train,True
504,133.322.578-46,2023-07-31,train,True
505,656.301.839-40,2023-07-31,train,True
506,133.322.578-46,2023-07-31,train,True
507,458.581.303-99,2023-07-31,train,True
508,169.056.583-75,2023-07-31,train,True
509,565.473.763-54,2023-07-31,train,True
510,742.473.455-59,2023-07-31,train,True
511,146.486.626-01,2023-07-31,train,True
512,909.835.951-51,2023-07-31,train,True
513,258.609.527-83,2023-07-31,train,True
514,240.541.589-51,2023-07-31,train,True
515,460.582.237-25,2023-07-31,train,True
516,349.845.737-32,2023-07-31,train,True
517,178.536.883-42,2023-07-31,train,True
518,804.553.392-79,2023-07-31,train,True
519,769.239.939-54,2023-07-31,train,True
520,419.845.229-65,2023-07-31,train,True
521,479.533.859-02,2023-07-31,train,True
522,307.258.826-03,2023-07-31,train,True
523,182.624.440-94,2023-07-31,train,True
524,431.103.870-42,2023-07-31,train,True
525,202.859.808-58,2023-07-31,train,True
526,070.375.169-70,2023-07-31,train,True
527,576.369.487-29,2023-07-31,train,True
528,076.943.007-44,2023-07-31,train,False
529,655.505.388-73,2023-07-31,train,True
530,921.514.489-75,2023-07-31,train,True
531,121.950.932-93,2023-07-31,train,False
532,106.291.463-57,2023-07-31,train,True
533,251.011.066-74,2023-07-31,train,True
534,975.299.001-02,2023-07-31,train,False
535,638.788.722-40,2023-07-31,train,True
536,534.694.743-46,2023-07-31,train,True
537,158.330.144-50,2023-07-31,train,True
538,862.092.931-31,2023-07-31,train,True
539,084.897.200-70,2023-07-31,train,True
540,465.255.251-36,2023-07-31,train,True
541,666.172.706-30,2023-07-31,train,True
542,194.994.512-00,2023-07-31,train,True
543,862.092.931-31,2023-07-31,train,True
544,791.801.879-60,2023-07-31,train,True
545,363.398.842-45,2023-07-31,train,True
546,004.443.101-50,2023-07-31,train,True
547,764.682.982-02,2023-07-31,train,True
548,619.688.965-62,2023-07-31,train,True
549,477.962.448-78,2023-07-31,train,True
550,157.126.938-01,2023-07-31,train,True
551,157.126.938-01,2023-07-31,train,True
552,826.464.862-27,2023-07-31,train,True
553,175.138.459-48,2023-07-31,train,True
554,810.838.325-06,2023-07-31,train,True
555,406.303.799-12,2023-07-31,train,True
556,821.231.230-56,2023-07-31,train,True
557,821.231.230-56,2023-07-31,train,True
558,418.966.538-04,2023-07-31,train,True
559,946.683.816-40,2023-07-31,train,True
560,992.378.515-70,2023-07-31,train,True
561,080.022.759-00,2023-07-31,train,True
562,512.494.661-05,2023-07-31,train,True
563,583.831.983-61,2023-07-31,train,True
564,049.788.910-27,2023-07-31,train,True
565,658.327.870-72,2023-07-31,train,True
566,781.631.118-44,2023-07-31,train,False
567,643.887.098-67,2023-07-31,train,True
568,857.847.855-08,2023-07-31,train,True
569,958.583.033-74,2023-07-31,train,True
570,791.717.841-28,2023-07-31,train,True
571,945.650.482-48,2023-07-31,train,True
572,469.359.824-05,2023-07-31,train,True
573,706.452.629-86,2023-07-31,train,True
574,574.201.037-04,2023-07-31,train,True
575,195.076.838-44,2023-07-31,train,True
576,355.463.004-77,2023-07-31,train,True
577,925.039.417-96,2023-07-31,train,True
578,946.602.096-01,2023-07-31,train,True
579,814.636.211-75,2023-07-31,train,True
580,266.419.435-69,2023-07-31,train,True
581,949.454.182-09,2023-07-31,train,True
582,670.220.435-31,2023-07-31,train,True
583,868.584.338-30,2023-07-31,train,True
584,865.969.850-91,2023-07-31,train,False
585,406.396.658-53,2023-07-31,train,True
586,003.182.692-01,2023-07-31,train,True
587,718.361.899-40,2023-07-31,train,True
588,930.271.637-60,2023-07-31,train,True
589,162.671.614-55,2023-07-31,train,False
590,024.632.056-79,2023-07-31,train,True
591,391.829.815-90,2023-07-31,train,True
592,033.349.247-18,2023-07-31,train,True
593,364.608.147-32,2023-07-31,train,True
594,470.222.464-67,2023-07-31,train,True
595,545.395.306-31,2023-07-31,train,True
596,956.556.978-15,2023-07-31,train,True
597,300.752.224-26,2023-07-31,train,True
598,323.760.367-80,2023-07-31,train,True
599,323.760.367-80,2023-07-31,train,True
600,256.639.878-00,2023-07-31,train,True
601,601.066.154-40,2023-07-31,train,True
602,775.665.582-69,2023-07-31,train,True
603,060.754.735-99,2023-07-31,train,True
604,244.056.668-30,2023-07-31,train,False
605,965.272.871-35,2023-07-31,train,True
606,848.525.050-80,2023-07-31,train,True
607,870.348.772-54,2023-07-31,train,True
608,058.012.429-02,2023-07-31,train,True
609,266.857.497-84,2023-07-31,train,True
610,566.045.847-55,2023-07-31,train,True
611,239.696.124-11,2023-07-31,train,True
612,185.836.338-19,2023-07-31,train,True
613,451.097.868-52,2023-07-31,train,True
614,027.110.783-96,2023-07-31,train,True
615,063.580.822-64,2023-07-31,train,True
616,706.386.846-25,2023-07-31,train,False
617,325.583.788-05,2023-07-31,train,True
618,538.982.930-17,2023-07-31,train,True
619,446.438.453-68,2023-07-31,train,True
620,214.379.210-78,2023-07-31,train,True
621,436.419.034-91,2023-07-31,train,True
622,549.112.975-57,2023-07-31,train,True
623,314.500.639-85,2023-07-31,train,True
624,565.353.650-42,2023-07-31,train,True
625,690.084.706-40,2023-07-31,train,True
626,909.287.077-33,2023-07-31,train,True
627,921.056.466-97,2023-07-31,train,True
628,150.623.087-39,2023-07-31,train,True
629,597.446.022-79,2023-07-31,train,True
630,606.715.530-38,2023-07-31,train,True
631,408.315.136-67,2023-07-31,train,True
632,317.711.153-78,2023-07-31,train,True
633,732.189.316-22,2023-07-31,train,True
634,890.407.838-53,2023-07-31,train,True
635,034.044.457-67,2023-07-31,train,True
636,275.676.843-06,2023-07-31,train,True
637,583.636.544-00,2023-07-31,train,True
638,654.795.801-91,2023-07-31,train,True
639,276.233.509-43,2023-07-31,train,True
640,349.554.217-50,2023-07-31,train,True
641,052.757.648-47,2023-07-31,train,True
642,831.849.371-00,2023-07-31,train,True
643,831.839.109-85,2023-07-31,train,False
644,950.642.146-34,2023-07-31,train,True
645,893.597.469-24,2023-07-31,train,True
646,637.080.251-48,2023-07-31,train,True
647,742.840.552-16,2023-07-31,train,True
648,988.286.002-84,2023-07-31,train,True
649,740.895.049-45,2023-07-31,train,True
650,990.430.686-91,2023-07-31,train,True
651,220.288.002-08,2023-07-31,train,True
652,595.087.791-87,2023-07-31,train,True
653,501.969.822-94,2023-07-31,train,True
654,761.285.972-62,2023-07-31,train,True
655,840.087.711-07,2023-08-01,train,True
656,578.446.023-41,2023-08-01,train,True
657,011.953.165-85,2023-08-01,train,True
658,417.749.124-14,2023-08-01,train,True
659,144.172.524-59,2023-08-01,train,True
660,367.464.624-20,2023-08-01,train,True
661,776.639.878-88,2023-08-01,train,True
662,777.599.188-79,2023-08-01,train,True
663,480.298.937-79,2023-08-01,train,True
