evento_id,entidade_id,pos_full
32632,48436dade18ac8b2bce089ec2a041202,447
11478,48436dade18ac8b2bce089ec2a041202,455
11479,48436dade18ac8b2bce089ec2a041202,463
74001,48436dade18ac8b2bce089ec2a041202,471
106123,48436dade18ac8b2bce089ec2a041202,479
71459,48436dade18ac8b2bce089ec2a041202,487
97246,48436dade18ac8b2bce089ec2a041202,495
88451,48436dade18ac8b2bce089ec2a041202,503
88452,48436dade18ac8b2bce089ec2a041202,511
94310,48436dade18ac8b2bce089ec2a041202,519
60363,48436dade18ac8b2bce089ec2a041202,527
72509,48436dade18ac8b2bce089ec2a041202,535
52171,48436dade18ac8b2bce089ec2a041202,543
38822,48436dade18ac8b2bce089ec2a041202,551
42744,48436dade18ac8b2bce089ec2a041202,559
70952,48436dade18ac8b2bce089ec2a041202,567
659,48436dade18ac8b2bce089ec2a041202,575
54731,48436dade18ac8b2bce089ec2a041202,583
53902,48436dade18ac8b2bce089ec2a041202,591
42108,48436dade18ac8b2bce089ec2a041202,599
42109,48436dade18ac8b2bce089ec2a041202,607
7966,48436dade18ac8b2bce089ec2a041202,615
109366,48436dade18ac8b2bce089ec2a041202,623
21305,48436dade18ac8b2bce089ec2a041202,631
21306,48436dade18ac8b2bce089ec2a041202,639
54373,48436dade18ac8b2bce089ec2a041202,647
54374,48436dade18ac8b2bce089ec2a041202,655
83763,48436dade18ac8b2bce089ec2a041202,663
24109,48436dade18ac8b2bce089ec2a041202,671
54943,48436dade18ac8b2bce089ec2a041202,679
54944,48436dade18ac8b2bce089ec2a041202,687
51698,48436dade18ac8b2bce089ec2a041202,695
109664,48436dade18ac8b2bce089ec2a041202,703
71663,48436dade18ac8b2bce089ec2a041202,711
24844,48436dade18ac8b2bce089ec2a041202,719
72959,48436dade18ac8b2bce089ec2a041202,727
21129,48436dade18ac8b2bce089ec2a041202,735
59656,48436dade18ac8b2bce089ec2a041202,743
20012,48436dade18ac8b2bce089ec2a041202,751
77347,48436dade18ac8b2bce089ec2a041202,759
77348,48436dade18ac8b2bce089ec2a041202,767
77349,48436dade18ac8b2bce089ec2a041202,775
0,48436dade18ac8b2bce089ec2a041202,783
8634,48436dade18ac8b2bce089ec2a041202,791
103424,48436dade18ac8b2bce089ec2a041202,799
90996,48436dade18ac8b2bce089ec2a041202,807
92245,48436dade18ac8b2bce089ec2a041202,815
54106,48436dade18ac8b2bce089ec2a041202,823
17870,48436dade18ac8b2bce089ec2a041202,831
106190,48436dade18ac8b2bce089ec2a041202,839
50303,48436dade18ac8b2bce089ec2a041202,847
67819,48436dade18ac8b2bce089ec2a041202,855
9782,48436dade18ac8b2bce089ec2a041202,863
78765,48436dade18ac8b2bce089ec2a041202,871
84477,48436dade18ac8b2bce089ec2a041202,879
39545,48436dade18ac8b2bce089ec2a041202,887
10599,48436dade18ac8b2bce089ec2a041202,895
99790,48436dade18ac8b2bce089ec2a041202,903
102422,48436dade18ac8b2bce089ec2a041202,911
85331,48436dade18ac8b2bce089ec2a041202,919
1283,48436dade18ac8b2bce089ec2a041202,927
88612,48436dade18ac8b2bce089ec2a041202,935
35871,48436dade18ac8b2bce089ec2a041202,943
80963,48436dade18ac8b2bce089ec2a041202,951
62062,48436dade18ac8b2bce089ec2a041202,959
23977,48436dade18ac8b2bce089ec2a041202,967
82759,48436dade18ac8b2bce089ec2a041202,975
97653,48436dade18ac8b2bce089ec2a041202,983
71097,48436dade18ac8b2bce089ec2a041202,991
53191,48436dade18ac8b2bce089ec2a041202,999
34152,48436dade18ac8b2bce089ec2a041202,1007
66453,48436dade18ac8b2bce089ec2a041202,1015
22927,48436dade18ac8b2bce089ec2a041202,1023
37695,48436dade18ac8b2bce089ec2a041202,1031
26306,48436dade18ac8b2bce089ec2a041202,1039
108946,48436dade18ac8b2bce089ec2a041202,1047
17200,48436dade18ac8b2bce089ec2a041202,1055
81666,48436dade18ac8b2bce089ec2a041202,1063
43285,48436dade18ac8b2bce089ec2a041202,1071
62654,48436dade18ac8b2bce089ec2a041202,1079
45741,48436dade18ac8b2bce089ec2a041202,1087
58712,48436dade18ac8b2bce089ec2a041202,1095
78816,48436dade18ac8b2bce089ec2a041202,1103
84332,48436dade18ac8b2bce089ec2a041202,1111
76891,48436dade18ac8b2bce089ec2a041202,1119
98408,48436dade18ac8b2bce089ec2a041202,1127
80170,48436dade18ac8b2bce089ec2a041202,1135
69709,48436dade18ac8b2bce089ec2a041202,1143
82345,48436dade18ac8b2bce089ec2a041202,1151
56122,48436dade18ac8b2bce089ec2a041202,1159
13056,48436dade18ac8b2bce089ec2a041202,1167
33474,48436dade18ac8b2bce089ec2a041202,1175
36467,48436dade18ac8b2bce089ec2a041202,1183
37242,48436dade18ac8b2bce089ec2a041202,1191
105138,48436dade18ac8b2bce089ec2a041202,1199
57888,48436dade18ac8b2bce089ec2a041202,1207
1,dd7ddc04e1b6c2c614352b383efe2d36,7
1027,dd7ddc04e1b6c2c614352b383efe2d36,15
71031,dd7ddc04e1b6c2c614352b383efe2d36,23
89182,dd7ddc04e1b6c2c614352b383efe2d36,31
89183,dd7ddc04e1b6c2c614352b383efe2d36,39
71998,dd7ddc04e1b6c2c614352b383efe2d36,47
66638,dd7ddc04e1b6c2c614352b383efe2d36,55
59747,dd7ddc04e1b6c2c614352b383efe2d36,63
59748,dd7ddc04e1b6c2c614352b383efe2d36,71
105872,dd7ddc04e1b6c2c614352b383efe2d36,79
105873,dd7ddc04e1b6c2c614352b383efe2d36,87
85172,dd7ddc04e1b6c2c614352b383efe2d36,95
111454,dd7ddc04e1b6c2c614352b383efe2d36,103
107417,dd7ddc04e1b6c2c614352b383efe2d36,111
98803,dd7ddc04e1b6c2c614352b383efe2d36,119
66873,dd7ddc04e1b6c2c614352b383efe2d36,127
24626,dd7ddc04e1b6c2c614352b383efe2d36,135
85121,dd7ddc04e1b6c2c614352b383efe2d36,143
80456,dd7ddc04e1b6c2c614352b383efe2d36,151
3732,dd7ddc04e1b6c2c614352b383efe2d36,159
54201,dd7ddc04e1b6c2c614352b383efe2d36,167
41762,dd7ddc04e1b6c2c614352b383efe2d36,175
45533,dd7ddc04e1b6c2c614352b383efe2d36,183
96903,dd7ddc04e1b6c2c614352b383efe2d36,191
17204,dd7ddc04e1b6c2c614352b383efe2d36,199
73078,dd7ddc04e1b6c2c614352b383efe2d36,207
50022,dd7ddc04e1b6c2c614352b383efe2d36,215
50023,dd7ddc04e1b6c2c614352b383efe2d36,223
40933,dd7ddc04e1b6c2c614352b383efe2d36,231
108711,dd7ddc04e1b6c2c614352b383efe2d36,239
75992,dd7ddc04e1b6c2c614352b383efe2d36,247
104293,dd7ddc04e1b6c2c614352b383efe2d36,255
105473,dd7ddc04e1b6c2c614352b383efe2d36,263
66343,dd7ddc04e1b6c2c614352b383efe2d36,271
66344,dd7ddc04e1b6c2c614352b383efe2d36,279
6981,dd7ddc04e1b6c2c614352b383efe2d36,287
22903,dd7ddc04e1b6c2c614352b383efe2d36,295
105600,dd7ddc04e1b6c2c614352b383efe2d36,303
100128,dd7ddc04e1b6c2c614352b383efe2d36,311
100129,dd7ddc04e1b6c2c614352b383efe2d36,319
64443,dd7ddc04e1b6c2c614352b383efe2d36,327
77305,dd7ddc04e1b6c2c614352b383efe2d36,335
67156,dd7ddc04e1b6c2c614352b383efe2d36,343
12561,dd7ddc04e1b6c2c614352b383efe2d36,351
46266,dd7ddc04e1b6c2c614352b383efe2d36,359
21572,dd7ddc04e1b6c2c614352b383efe2d36,367
21573,dd7ddc04e1b6c2c614352b383efe2d36,375
70725,dd7ddc04e1b6c2c614352b383efe2d36,383
52359,dd7ddc04e1b6c2c614352b383efe2d36,391
67139,dd7ddc04e1b6c2c614352b383efe2d36,399
70765,dd7ddc04e1b6c2c614352b383efe2d36,407
16866,dd7ddc04e1b6c2c614352b383efe2d36,415
25820,dd7ddc04e1b6c2c614352b383efe2d36,423
44863,dd7ddc04e1b6c2c614352b383efe2d36,431
12948,dd7ddc04e1b6c2c614352b383efe2d36,439
47683,dd7ddc04e1b6c2c614352b383efe2d36,447
86630,dd7ddc04e1b6c2c614352b383efe2d36,455
39680,dd7ddc04e1b6c2c614352b383efe2d36,463
64818,dd7ddc04e1b6c2c614352b383efe2d36,471
90793,dd7ddc04e1b6c2c614352b383efe2d36,479
109167,dd7ddc04e1b6c2c614352b383efe2d36,487
109168,dd7ddc04e1b6c2c614352b383efe2d36,495
109025,dd7ddc04e1b6c2c614352b383efe2d36,503
88945,dd7ddc04e1b6c2c614352b383efe2d36,511
8630,dd7ddc04e1b6c2c614352b383efe2d36,519
46491,dd7ddc04e1b6c2c614352b383efe2d36,527
41632,dd7ddc04e1b6c2c614352b383efe2d36,535
2528,dd7ddc04e1b6c2c614352b383efe2d36,543
65111,dd7ddc04e1b6c2c614352b383efe2d36,551
47838,dd7ddc04e1b6c2c614352b383efe2d36,559
47839,dd7ddc04e1b6c2c614352b383efe2d36,567
3721,dd7ddc04e1b6c2c614352b383efe2d36,575
2431,dd7ddc04e1b6c2c614352b383efe2d36,583
52592,dd7ddc04e1b6c2c614352b383efe2d36,591
82559,dd7ddc04e1b6c2c614352b383efe2d36,599
82560,dd7ddc04e1b6c2c614352b383efe2d36,607
98515,dd7ddc04e1b6c2c614352b383efe2d36,615
36280,dd7ddc04e1b6c2c614352b383efe2d36,623
20410,dd7ddc04e1b6c2c614352b383efe2d36,631
100599,dd7ddc04e1b6c2c614352b383efe2d36,639
100600,dd7ddc04e1b6c2c614352b383efe2d36,647
97309,dd7ddc04e1b6c2c614352b383efe2d36,655
103438,dd7ddc04e1b6c2c614352b383efe2d36,663
6065,dd7ddc04e1b6c2c614352b383efe2d36,671
6066,dd7ddc04e1b6c2c614352b383efe2d36,679
60724,dd7ddc04e1b6c2c614352b383efe2d36,687
60725,dd7ddc04e1b6c2c614352b383efe2d36,695
66063,dd7ddc04e1b6c2c614352b383efe2d36,703
66064,dd7ddc04e1b6c2c614352b383efe2d36,711
66065,dd7ddc04e1b6c2c614352b383efe2d36,719
66066,dd7ddc04e1b6c2c614352b383efe2d36,727
26113,dd7ddc04e1b6c2c614352b383efe2d36,735
55306,dd7ddc04e1b6c2c614352b383efe2d36,743
55307,dd7ddc04e1b6c2c614352b383efe2d36,751
34592,dd7ddc04e1b6c2c614352b383efe2d36,759
71103,dd7ddc04e1b6c2c614352b383efe2d36,767
82568,dd7ddc04e1b6c2c614352b383efe2d36,775
81258,dd7ddc04e1b6c2c614352b383efe2d36,783
58779,dd7ddc04e1b6c2c614352b383efe2d36,791
62571,dd7ddc04e1b6c2c614352b383efe2d36,799
62572,dd7ddc04e1b6c2c614352b383efe2d36,807
99530,dd7ddc04e1b6c2c614352b383efe2d36,815
101517,dd7ddc04e1b6c2c614352b383efe2d36,823
938,dd7ddc04e1b6c2c614352b383efe2d36,831
11147,dd7ddc04e1b6c2c614352b383efe2d36,839
6481,dd7ddc04e1b6c2c614352b383efe2d36,847
48659,dd7ddc04e1b6c2c614352b383efe2d36,855
48660,dd7ddc04e1b6c2c614352b383efe2d36,863
18864,dd7ddc04e1b6c2c614352b383efe2d36,871
42758,dd7ddc04e1b6c2c614352b383efe2d36,879
9973,dd7ddc04e1b6c2c614352b383efe2d36,887
24893,dd7ddc04e1b6c2c614352b383efe2d36,895
105865,dd7ddc04e1b6c2c614352b383efe2d36,903
83191,dd7ddc04e1b6c2c614352b383efe2d36,911
50777,dd7ddc04e1b6c2c614352b383efe2d36,919
9187,dd7ddc04e1b6c2c614352b383efe2d36,927
71388,dd7ddc04e1b6c2c614352b383efe2d36,935
95691,dd7ddc04e1b6c2c614352b383efe2d36,943
67710,dd7ddc04e1b6c2c614352b383efe2d36,951
53189,dd7ddc04e1b6c2c614352b383efe2d36,959
80634,dd7ddc04e1b6c2c614352b383efe2d36,967
8780,dd7ddc04e1b6c2c614352b383efe2d36,975
74477,dd7ddc04e1b6c2c614352b383efe2d36,983
107138,dd7ddc04e1b6c2c614352b383efe2d36,991
35432,dd7ddc04e1b6c2c614352b383efe2d36,999
9609,dd7ddc04e1b6c2c614352b383efe2d36,1007
74525,dd7ddc04e1b6c2c614352b383efe2d36,1015
16241,dd7ddc04e1b6c2c614352b383efe2d36,1023
11409,dd7ddc04e1b6c2c614352b383efe2d36,1031
48689,dd7ddc04e1b6c2c614352b383efe2d36,1039
37384,dd7ddc04e1b6c2c614352b383efe2d36,1047
102246,dd7ddc04e1b6c2c614352b383efe2d36,1055
37450,dd7ddc04e1b6c2c614352b383efe2d36,1063
51310,dd7ddc04e1b6c2c614352b383efe2d36,1071
73824,dd7ddc04e1b6c2c614352b383efe2d36,1079
14207,dd7ddc04e1b6c2c614352b383efe2d36,1087
9930,dd7ddc04e1b6c2c614352b383efe2d36,1095
108004,dd7ddc04e1b6c2c614352b383efe2d36,1103
101082,dd7ddc04e1b6c2c614352b383efe2d36,1111
101083,dd7ddc04e1b6c2c614352b383efe2d36,1119
93950,dd7ddc04e1b6c2c614352b383efe2d36,1127
93951,dd7ddc04e1b6c2c614352b383efe2d36,1135
70135,dd7ddc04e1b6c2c614352b383efe2d36,1143
30302,5b51032eddd242adc84c38acab88f23d,7
30303,5b51032eddd242adc84c38acab88f23d,15
72075,5b51032eddd242adc84c38acab88f23d,23
77021,5b51032eddd242adc84c38acab88f23d,31
66249,5b51032eddd242adc84c38acab88f23d,39
53536,5b51032eddd242adc84c38acab88f23d,47
33793,5b51032eddd242adc84c38acab88f23d,55
2,5b51032eddd242adc84c38acab88f23d,63
76269,5b51032eddd242adc84c38acab88f23d,71
76270,5b51032eddd242adc84c38acab88f23d,79
52132,5b51032eddd242adc84c38acab88f23d,87
105739,5b51032eddd242adc84c38acab88f23d,95
69817,5b51032eddd242adc84c38acab88f23d,103
20214,5b51032eddd242adc84c38acab88f23d,111
15015,9d7a1d34a5052409006425275ba1c2b4,7
2647,9d7a1d34a5052409006425275ba1c2b4,15
2648,9d7a1d34a5052409006425275ba1c2b4,23
2649,9d7a1d34a5052409006425275ba1c2b4,31
2650,9d7a1d34a5052409006425275ba1c2b4,39
34193,9d7a1d34a5052409006425275ba1c2b4,47
54710,9d7a1d34a5052409006425275ba1c2b4,55
97382,9d7a1d34a5052409006425275ba1c2b4,63
95382,9d7a1d34a5052409006425275ba1c2b4,71
48547,9d7a1d34a5052409006425275ba1c2b4,79
3170,9d7a1d34a5052409006425275ba1c2b4,87
8710,9d7a1d34a5052409006425275ba1c2b4,95
47947,9d7a1d34a5052409006425275ba1c2b4,103
3,9d7a1d34a5052409006425275ba1c2b4,111
82916,9d7a1d34a5052409006425275ba1c2b4,119
94818,9d7a1d34a5052409006425275ba1c2b4,127
49125,df560393f3a51e74553ab94004ba5c87,7
87837,df560393f3a51e74553ab94004ba5c87,15
102481,df560393f3a51e74553ab94004ba5c87,23
4,df560393f3a51e74553ab94004ba5c87,31
24027,df560393f3a51e74553ab94004ba5c87,39
19914,df560393f3a51e74553ab94004ba5c87,47
9610,df560393f3a51e74553ab94004ba5c87,55
5185,df560393f3a51e74553ab94004ba5c87,63
80369,df560393f3a51e74553ab94004ba5c87,71
103897,df560393f3a51e74553ab94004ba5c87,79
7917,df560393f3a51e74553ab94004ba5c87,87
78241,df560393f3a51e74553ab94004ba5c87,95
37736,df560393f3a51e74553ab94004ba5c87,103
19461,df560393f3a51e74553ab94004ba5c87,111
40557,df560393f3a51e74553ab94004ba5c87,119
104785,df560393f3a51e74553ab94004ba5c87,127
97934,df560393f3a51e74553ab94004ba5c87,135
101091,df560393f3a51e74553ab94004ba5c87,143
101092,df560393f3a51e74553ab94004ba5c87,151
110889,df560393f3a51e74553ab94004ba5c87,159
83667,df560393f3a51e74553ab94004ba5c87,167
25486,df560393f3a51e74553ab94004ba5c87,175
54077,df560393f3a51e74553ab94004ba5c87,183
25333,df560393f3a51e74553ab94004ba5c87,191
109561,df560393f3a51e74553ab94004ba5c87,199
14209,df560393f3a51e74553ab94004ba5c87,207
32944,df560393f3a51e74553ab94004ba5c87,215
3462,df560393f3a51e74553ab94004ba5c87,223
74232,df560393f3a51e74553ab94004ba5c87,231
5,6426d21aca402a131fc0a5d0960a3c90,7
53681,6426d21aca402a131fc0a5d0960a3c90,15
57774,6426d21aca402a131fc0a5d0960a3c90,23
24604,6426d21aca402a131fc0a5d0960a3c90,31
27599,6426d21aca402a131fc0a5d0960a3c90,39
8347,6426d21aca402a131fc0a5d0960a3c90,47
8849,6426d21aca402a131fc0a5d0960a3c90,55
40151,6426d21aca402a131fc0a5d0960a3c90,63
23837,6426d21aca402a131fc0a5d0960a3c90,71
38311,6426d21aca402a131fc0a5d0960a3c90,79
68103,6426d21aca402a131fc0a5d0960a3c90,87
2343,6426d21aca402a131fc0a5d0960a3c90,95
10348,6426d21aca402a131fc0a5d0960a3c90,103
100702,6426d21aca402a131fc0a5d0960a3c90,111
75793,6426d21aca402a131fc0a5d0960a3c90,119
23525,6426d21aca402a131fc0a5d0960a3c90,127
35641,6426d21aca402a131fc0a5d0960a3c90,135
97504,6426d21aca402a131fc0a5d0960a3c90,143
108856,6426d21aca402a131fc0a5d0960a3c90,151
45776,6426d21aca402a131fc0a5d0960a3c90,159
24978,6426d21aca402a131fc0a5d0960a3c90,167
65752,6426d21aca402a131fc0a5d0960a3c90,175
105898,6426d21aca402a131fc0a5d0960a3c90,183
95742,7040e82f899a04d1b434b795a43b4617,7
95553,7040e82f899a04d1b434b795a43b4617,15
100319,7040e82f899a04d1b434b795a43b4617,23
35107,7040e82f899a04d1b434b795a43b4617,31
29546,7040e82f899a04d1b434b795a43b4617,39
35463,7040e82f899a04d1b434b795a43b4617,47
58299,7040e82f899a04d1b434b795a43b4617,55
92757,7040e82f899a04d1b434b795a43b4617,63
51736,7040e82f899a04d1b434b795a43b4617,71
58914,7040e82f899a04d1b434b795a43b4617,79
96287,7040e82f899a04d1b434b795a43b4617,87
99392,7040e82f899a04d1b434b795a43b4617,95
53030,7040e82f899a04d1b434b795a43b4617,103
37861,7040e82f899a04d1b434b795a43b4617,111
15830,7040e82f899a04d1b434b795a43b4617,119
12786,7040e82f899a04d1b434b795a43b4617,127
32487,7040e82f899a04d1b434b795a43b4617,135
35338,7040e82f899a04d1b434b795a43b4617,143
13351,7040e82f899a04d1b434b795a43b4617,151
44899,7040e82f899a04d1b434b795a43b4617,159
46664,7040e82f899a04d1b434b795a43b4617,167
108122,7040e82f899a04d1b434b795a43b4617,175
22445,7040e82f899a04d1b434b795a43b4617,183
98842,7040e82f899a04d1b434b795a43b4617,191
111739,7040e82f899a04d1b434b795a43b4617,199
91565,7040e82f899a04d1b434b795a43b4617,207
15060,7040e82f899a04d1b434b795a43b4617,215
58659,7040e82f899a04d1b434b795a43b4617,223
86757,7040e82f899a04d1b434b795a43b4617,231
42173,7040e82f899a04d1b434b795a43b4617,239
48767,7040e82f899a04d1b434b795a43b4617,247
35425,7040e82f899a04d1b434b795a43b4617,255
65637,7040e82f899a04d1b434b795a43b4617,263
87989,7040e82f899a04d1b434b795a43b4617,271
87990,7040e82f899a04d1b434b795a43b4617,279
2790,7040e82f899a04d1b434b795a43b4617,287
25371,7040e82f899a04d1b434b795a43b4617,295
88500,7040e82f899a04d1b434b795a43b4617,303
66171,7040e82f899a04d1b434b795a43b4617,311
64763,7040e82f899a04d1b434b795a43b4617,319
23503,7040e82f899a04d1b434b795a43b4617,327
22593,7040e82f899a04d1b434b795a43b4617,335
106331,7040e82f899a04d1b434b795a43b4617,343
66529,7040e82f899a04d1b434b795a43b4617,351
1993,7040e82f899a04d1b434b795a43b4617,359
80606,7040e82f899a04d1b434b795a43b4617,367
76386,7040e82f899a04d1b434b795a43b4617,375
67624,7040e82f899a04d1b434b795a43b4617,383
51670,7040e82f899a04d1b434b795a43b4617,391
7555,7040e82f899a04d1b434b795a43b4617,399
41523,7040e82f899a04d1b434b795a43b4617,407
84310,7040e82f899a04d1b434b795a43b4617,415
39172,7040e82f899a04d1b434b795a43b4617,423
12673,7040e82f899a04d1b434b795a43b4617,431
17636,7040e82f899a04d1b434b795a43b4617,439
58425,7040e82f899a04d1b434b795a43b4617,447
66982,7040e82f899a04d1b434b795a43b4617,455
49119,7040e82f899a04d1b434b795a43b4617,463
53028,7040e82f899a04d1b434b795a43b4617,471
33711,7040e82f899a04d1b434b795a43b4617,479
62913,7040e82f899a04d1b434b795a43b4617,487
100919,7040e82f899a04d1b434b795a43b4617,495
73250,7040e82f899a04d1b434b795a43b4617,503
54956,7040e82f899a04d1b434b795a43b4617,511
64198,7040e82f899a04d1b434b795a43b4617,519
9170,7040e82f899a04d1b434b795a43b4617,527
104508,7040e82f899a04d1b434b795a43b4617,535
41784,7040e82f899a04d1b434b795a43b4617,543
62556,7040e82f899a04d1b434b795a43b4617,551
92202,7040e82f899a04d1b434b795a43b4617,559
78366,7040e82f899a04d1b434b795a43b4617,567
84069,7040e82f899a04d1b434b795a43b4617,575
6,7040e82f899a04d1b434b795a43b4617,583
22978,7040e82f899a04d1b434b795a43b4617,591
22979,7040e82f899a04d1b434b795a43b4617,599
22980,7040e82f899a04d1b434b795a43b4617,607
22981,7040e82f899a04d1b434b795a43b4617,615
11168,7040e82f899a04d1b434b795a43b4617,623
60935,7040e82f899a04d1b434b795a43b4617,631
73948,7040e82f899a04d1b434b795a43b4617,639
10249,7040e82f899a04d1b434b795a43b4617,647
70758,7040e82f899a04d1b434b795a43b4617,655
58793,7040e82f899a04d1b434b795a43b4617,663
86390,7040e82f899a04d1b434b795a43b4617,671
27370,7040e82f899a04d1b434b795a43b4617,679
18985,7040e82f899a04d1b434b795a43b4617,687
87296,7040e82f899a04d1b434b795a43b4617,695
54269,7040e82f899a04d1b434b795a43b4617,703
67015,7040e82f899a04d1b434b795a43b4617,711
58464,7040e82f899a04d1b434b795a43b4617,719
97549,7040e82f899a04d1b434b795a43b4617,727
110322,7040e82f899a04d1b434b795a43b4617,735
102240,7040e82f899a04d1b434b795a43b4617,743
27048,7040e82f899a04d1b434b795a43b4617,751
111688,7040e82f899a04d1b434b795a43b4617,759
7530,7040e82f899a04d1b434b795a43b4617,767
78666,7040e82f899a04d1b434b795a43b4617,775
77557,7040e82f899a04d1b434b795a43b4617,783
77186,7040e82f899a04d1b434b795a43b4617,791
72825,7040e82f899a04d1b434b795a43b4617,799
17383,7040e82f899a04d1b434b795a43b4617,807
41086,7040e82f899a04d1b434b795a43b4617,815
60545,7040e82f899a04d1b434b795a43b4617,823
67476,7040e82f899a04d1b434b795a43b4617,831
37710,7040e82f899a04d1b434b795a43b4617,839
28415,7040e82f899a04d1b434b795a43b4617,847
61924,7040e82f899a04d1b434b795a43b4617,855
98904,7040e82f899a04d1b434b795a43b4617,863
12722,7040e82f899a04d1b434b795a43b4617,871
22729,7040e82f899a04d1b434b795a43b4617,879
22028,7040e82f899a04d1b434b795a43b4617,887
19923,7040e82f899a04d1b434b795a43b4617,895
44380,7040e82f899a04d1b434b795a43b4617,903
26413,7040e82f899a04d1b434b795a43b4617,911
33605,7040e82f899a04d1b434b795a43b4617,919
76279,7040e82f899a04d1b434b795a43b4617,927
59250,7040e82f899a04d1b434b795a43b4617,935
72488,7040e82f899a04d1b434b795a43b4617,943
71535,7040e82f899a04d1b434b795a43b4617,951
23420,7040e82f899a04d1b434b795a43b4617,959
56356,7040e82f899a04d1b434b795a43b4617,967
80204,7040e82f899a04d1b434b795a43b4617,975
111010,7040e82f899a04d1b434b795a43b4617,983
105518,7040e82f899a04d1b434b795a43b4617,991
31425,7040e82f899a04d1b434b795a43b4617,999
23337,7040e82f899a04d1b434b795a43b4617,1007
42723,7040e82f899a04d1b434b795a43b4617,1015
59394,7040e82f899a04d1b434b795a43b4617,1023
74393,7040e82f899a04d1b434b795a43b4617,1031
74446,7040e82f899a04d1b434b795a43b4617,1039
31432,7040e82f899a04d1b434b795a43b4617,1047
50155,7040e82f899a04d1b434b795a43b4617,1055
72471,7040e82f899a04d1b434b795a43b4617,1063
108024,7040e82f899a04d1b434b795a43b4617,1071
3570,7040e82f899a04d1b434b795a43b4617,1079
59024,7040e82f899a04d1b434b795a43b4617,1087
88248,7040e82f899a04d1b434b795a43b4617,1095
25402,7040e82f899a04d1b434b795a43b4617,1103
57687,7040e82f899a04d1b434b795a43b4617,1111
23415,7040e82f899a04d1b434b795a43b4617,1119
23416,7040e82f899a04d1b434b795a43b4617,1127
54502,7040e82f899a04d1b434b795a43b4617,1135
29860,7040e82f899a04d1b434b795a43b4617,1143
88085,7040e82f899a04d1b434b795a43b4617,1151
50747,7040e82f899a04d1b434b795a43b4617,1159
22318,7040e82f899a04d1b434b795a43b4617,1167
57678,7040e82f899a04d1b434b795a43b4617,1175
38003,7040e82f899a04d1b434b795a43b4617,1183
39533,7040e82f899a04d1b434b795a43b4617,1191
83254,7040e82f899a04d1b434b795a43b4617,1199
83255,7040e82f899a04d1b434b795a43b4617,1207
94869,7040e82f899a04d1b434b795a43b4617,1215
7046,7040e82f899a04d1b434b795a43b4617,1223
47717,7040e82f899a04d1b434b795a43b4617,1231
